Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Procedure Type,Procedure Name,Decision Type Code,Decision Data Type,Decision Data,Decisions Average Persons Per Case,Recognized,Complementary Protection,Otherwise Closed,Rejected,Total Decided
2008,SDN,IND,Sudan,India,U,UNHCR,FI,P,Persons,0,0,0,5,11,16
2008,SDN,IRL,Sudan,Ireland,G,Government,AR,P,Persons,0,5,0,25,62,92
2008,SDN,IRL,Sudan,Ireland,G,Government,FI,P,Persons,0,35,0,44,98,177
2008,SDN,ISR,Sudan,Israel,J,Joint,FI,P,Persons,0,0,3767,261,0,4028
2008,SDN,ITA,Sudan,Italy,G,Government,FI,P,Persons,0,121,146,29,126,422
2008,SDN,JOR,Sudan,Jordan,U,UNHCR,AR,P,Persons,0,0,0,0,5,5
2008,SDN,JOR,Sudan,Jordan,U,UNHCR,FI,P,Persons,0,21,0,5,30,56
2008,SDN,JOR,Sudan,Jordan,U,UNHCR,RA,P,Persons,0,0,0,0,5,5
2008,SDN,JPN,Sudan,Japan,G,Government,FI,P,Persons,0,0,0,5,0,5
2008,SDN,KEN,Sudan,Kenya,U,UNHCR,AR,P,Persons,0,65,0,0,38,103
2008,SDN,KEN,Sudan,Kenya,U,UNHCR,FI,P,Persons,0,98,0,879,269,1246
2008,SDN,KGZ,Sudan,Kyrgyzstan,G,Government,FI,P,Persons,0,0,0,5,0,5
2008,SDN,LBY,Sudan,Libya,U,UNHCR,AR,P,Persons,0,23,0,0,0,23
2008,SDN,LBY,Sudan,Libya,U,UNHCR,FI,P,Persons,0,195,0,13,64,272
2008,SDN,LBN,Sudan,Lebanon,U,UNHCR,AR,P,Persons,0,5,0,0,89,94
2008,SDN,LBN,Sudan,Lebanon,U,UNHCR,FI,P,Persons,0,13,0,12,128,153
2008,SDN,MRT,Sudan,Mauritania,J,Joint,FA,P,Persons,0,0,0,0,5,5
2008,SDN,MDA,Sudan,Republic of Moldova,G,Government,FA,P,Persons,0,0,0,0,5,5
2008,SDN,MYS,Sudan,Malaysia,U,UNHCR,FI,P,Persons,0,5,0,16,0,21
2008,SDN,MWI,Sudan,Malawi,G,Government,FA,P,Persons,0,5,0,0,0,5
2008,SDN,MAR,Sudan,Morocco,U,UNHCR,FI,P,Persons,0,0,0,5,0,5
2008,SDN,MLT,Sudan,Malta,G,Government,AR,P,Persons,0,0,0,0,11,11
2008,SDN,MLT,Sudan,Malta,G,Government,FI,P,Persons,0,0,15,0,29,44
2008,SDN,NAM,Sudan,Namibia,G,Government,FI,P,Persons,0,0,0,0,5,5
2008,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,FI,P,Persons,0,0,26,0,71,97
2008,SDN,NOR,Sudan,Norway,G,Government,AR,P,Persons,0,0,0,0,41,41
2008,SDN,NOR,Sudan,Norway,G,Government,FI,P,Persons,0,27,5,10,10,52
2008,SDN,POL,Sudan,Poland,G,Government,FI,P,Persons,0,0,0,5,0,5
2008,SDN,ROU,Sudan,Romania,G,Government,FA,P,Persons,0,0,0,0,5,5
2008,SDN,RUS,Sudan,Russian Federation,G,Government,FI,P,Persons,0,0,0,0,19,19
2008,SDN,SAU,Sudan,Saudi Arabia,U,UNHCR,FI,P,Persons,0,10,0,14,11,35
2008,SDN,SEN,Sudan,Senegal,G,Government,FI,P,Persons,0,0,0,0,5,5
2008,SDN,SOM,Sudan,Somalia,U,UNHCR,FI,P,Persons,0,0,0,0,10,10
2008,SDN,ESP,Sudan,Spain,G,Government,FI,P,Persons,0,5,0,55,128,188
2008,SDN,SWE,Sudan,Sweden,G,Government,AR,P,Persons,0,0,0,5,18,23
2008,SDN,SWE,Sudan,Sweden,G,Government,FI,P,Persons,0,29,12,0,31,72
2008,SDN,CHE,Sudan,Switzerland,G,Government,FI,P,Persons,0,5,19,31,31,86
2008,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,AR,P,Persons,0,5,0,10,38,53
2008,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,FI,P,Persons,0,121,0,479,48,648
2008,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,RA,P,Persons,0,0,0,23,0,23
2008,SDN,THA,Sudan,Thailand,U,UNHCR,FI,P,Persons,0,0,0,5,0,5
2008,SDN,TUR,Sudan,Türkiye,U,UNHCR,AR,P,Persons,0,10,0,22,10,42
2008,SDN,TUR,Sudan,Türkiye,U,UNHCR,FI,P,Persons,0,38,0,35,24,97
2008,SDN,ARE,Sudan,United Arab Emirates,U,UNHCR,FA,P,Persons,0,5,0,0,0,5
2008,SDN,UGA,Sudan,Uganda,G,Government,FI,P,Persons,0,176,0,0,22,198
2008,SDN,UKR,Sudan,Ukraine,G,Government,AR,P,Persons,0,0,0,0,5,5
2008,SDN,UKR,Sudan,Ukraine,G,Government,FI,P,Persons,0,0,0,5,10,15
2008,SDN,USA,Sudan,United States of America,G,Government,EO,P,Persons,0,17,0,20,10,47
2008,SDN,USA,Sudan,United States of America,G,Government,IN,C,Cases,0,92,0,10,62,164
2008,SDN,YEM,Sudan,Yemen,U,UNHCR,FA,P,Persons,0,10,0,13,35,58
2009,SDN,AGO,Sudan,Angola,G,Government,FI,P,Persons,0,36,0,0,38,74
2009,SDN,EGY,Sudan,Egypt,U,UNHCR,AR,P,Persons,0,20,0,30,146,196
2009,SDN,EGY,Sudan,Egypt,U,UNHCR,FI,P,Persons,0,341,0,1850,182,2373
2009,SDN,AUS,Sudan,Australia,G,Government,FI,P,Persons,0,5,0,5,0,10
2009,SDN,AUT,Sudan,Austria,G,Government,FA,P,Persons,0,12,0,12,21,45
2009,SDN,BEL,Sudan,Belgium,G,Government,FI,P,Persons,0,19,11,10,29,69
2009,SDN,BEN,Sudan,Benin,G,Government,FI,P,Persons,0,0,0,5,0,5
2009,SDN,BRA,Sudan,Brazil,G,Government,FI,P,Persons,0,5,0,0,0,5
2009,SDN,CAN,Sudan,Canada,G,Government,FI,P,Persons,0,21,0,10,5,36
2009,SDN,CAF,Sudan,Central African Republic,G,Government,FI,P,Persons,0,22,0,0,0,22
2009,SDN,TCD,Sudan,Chad,J,Joint,FI,P,Persons,0,0,0,0,35,35
2009,SDN,CMR,Sudan,Cameroon,U,UNHCR,FA,P,Persons,0,5,0,13,0,18
2009,SDN,COG,Sudan,Congo,J,Joint,FA,C,Cases,0,5,0,0,0,5
2009,SDN,CYP,Sudan,Cyprus,G,Government,FI,P,Persons,0,0,0,5,0,5
2009,SDN,DNK,Sudan,Denmark,G,Government,FI,P,Persons,0,0,0,0,14,14
2009,SDN,ETH,Sudan,Ethiopia,J,Joint,FI,P,Persons,0,26,0,13,0,39
2009,SDN,FIN,Sudan,Finland,G,Government,FI,P,Persons,0,0,0,5,0,5
2009,SDN,FRA,Sudan,France,G,Government,FI,P,Persons,0,133,5,0,365,503
2009,SDN,FRA,Sudan,France,G,Government,RA,P,Persons,0,83,10,0,0,93
2009,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,AR,C,Cases,0,35,0,25,65,125
2009,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,FI,P,Persons,0,102,5,57,161,325
2009,SDN,DEU,Sudan,Germany,G,Government,NA,P,Persons,0,10,5,10,12,37
2009,SDN,DEU,Sudan,Germany,G,Government,RA,P,Persons,0,0,0,13,0,13
2009,SDN,GHA,Sudan,Ghana,G,Government,FI,P,Persons,0,23,0,0,0,23
2009,SDN,GRC,Sudan,Greece,G,Government,FI,P,Persons,0,0,0,0,120,120
2009,SDN,IND,Sudan,India,U,UNHCR,FI,P,Persons,0,5,0,12,0,17
2009,SDN,IRL,Sudan,Ireland,G,Government,AR,P,Persons,0,5,0,14,70,89
2009,SDN,IRL,Sudan,Ireland,G,Government,FI,P,Persons,0,16,0,22,75,113
2009,SDN,ITA,Sudan,Italy,G,Government,FI,P,Persons,0,78,47,5,82,212
2009,SDN,JOR,Sudan,Jordan,U,UNHCR,AR,P,Persons,0,14,0,0,24,38
2009,SDN,JOR,Sudan,Jordan,U,UNHCR,FI,P,Persons,0,92,0,35,53,180
2009,SDN,JOR,Sudan,Jordan,U,UNHCR,RA,P,Persons,0,30,0,0,10,40
2009,SDN,JPN,Sudan,Japan,G,Government,FI,P,Persons,0,0,0,0,15,15
2009,SDN,KEN,Sudan,Kenya,U,UNHCR,AR,P,Persons,0,62,0,5,70,137
2009,SDN,KEN,Sudan,Kenya,U,UNHCR,FI,P,Persons,0,123,0,0,163,286
2009,SDN,LBY,Sudan,Libya,U,UNHCR,AR,P,Persons,0,10,0,0,10,20
2009,SDN,LBY,Sudan,Libya,U,UNHCR,FI,P,Persons,0,541,0,950,58,1549
2009,SDN,LBN,Sudan,Lebanon,U,UNHCR,AR,P,Persons,0,0,0,18,53,71
2009,SDN,LBN,Sudan,Lebanon,U,UNHCR,FI,P,Persons,0,36,0,90,158,284
2009,SDN,MYS,Sudan,Malaysia,U,UNHCR,FA,P,Persons,0,25,0,0,0,25
2009,SDN,MAR,Sudan,Morocco,U,UNHCR,AR,P,Persons,0,0,0,0,5,5
2009,SDN,MAR,Sudan,Morocco,U,UNHCR,FI,P,Persons,0,0,0,5,10,15
2009,SDN,MLT,Sudan,Malta,G,Government,AR,P,Persons,0,0,0,0,5,5
2009,SDN,MLT,Sudan,Malta,G,Government,FI,P,Persons,0,0,24,0,22,46
2009,SDN,NAM,Sudan,Namibia,G,Government,FI,P,Persons,0,5,0,0,0,5
2009,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,FI,P,Persons,0,5,37,0,83,125
2009,SDN,NGA,Sudan,Nigeria,G,Government,FA,P,Persons,0,0,0,15,0,15
2009,SDN,NOR,Sudan,Norway,G,Government,AR,P,Persons,0,0,0,5,39,44
2009,SDN,NOR,Sudan,Norway,G,Government,FI,P,Persons,0,53,0,77,12,142
2009,SDN,OMN,Sudan,Oman,U,UNHCR,FI,P,Persons,0,0,0,0,5,5
2009,SDN,QAT,Sudan,Qatar,U,UNHCR,FI,P,Persons,0,0,0,5,0,5
2009,SDN,ZAF,Sudan,South Africa,G,Government,FI,P,Persons,0,5,0,0,0,5
2009,SDN,RUS,Sudan,Russian Federation,G,Government,FI,P,Persons,0,0,0,0,17,17
2009,SDN,RWA,Sudan,Rwanda,G,Government,FI,P,Persons,0,0,0,10,0,10
2009,SDN,SAU,Sudan,Saudi Arabia,U,UNHCR,FI,P,Persons,0,0,0,79,0,79
2009,SDN,ESP,Sudan,Spain,G,Government,FI,P,Persons,0,0,0,0,106,106
2009,SDN,SWE,Sudan,Sweden,G,Government,AR,P,Persons,0,0,10,5,27,42
2009,SDN,SWE,Sudan,Sweden,G,Government,FI,P,Persons,0,14,25,10,35,84
2009,SDN,CHE,Sudan,Switzerland,G,Government,FI,P,Persons,0,11,5,62,25,103
2009,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,AR,P,Persons,0,0,0,0,20,20
2009,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,FI,P,Persons,0,118,0,0,150,268
2009,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,RA,P,Persons,0,5,0,0,0,5
2009,SDN,TZA,Sudan,United Republic of Tanzania,G,Government,FA,P,Persons,0,0,0,0,10,10
2009,SDN,TUR,Sudan,Türkiye,U,UNHCR,AR,P,Persons,0,5,0,12,0,17
2009,SDN,TUR,Sudan,Türkiye,U,UNHCR,FI,P,Persons,0,46,0,77,14,137
2009,SDN,ARE,Sudan,United Arab Emirates,U,UNHCR,FA,P,Persons,0,0,0,0,5,5
2009,SDN,UGA,Sudan,Uganda,G,Government,FA,P,Persons,0,2797,0,122,26,2945
2009,SDN,UKR,Sudan,Ukraine,G,Government,AR,P,Persons,0,0,0,5,5,10
2009,SDN,UKR,Sudan,Ukraine,G,Government,FI,P,Persons,0,0,0,5,5,10
2009,SDN,UKR,Sudan,Ukraine,U,UNHCR,FI,P,Persons,0,5,0,0,0,5
2009,SDN,USA,Sudan,United States of America,G,Government,EO,P,Persons,0,40,0,53,33,126
2009,SDN,USA,Sudan,United States of America,G,Government,IN,C,Cases,0,61,0,37,5,103
2009,SDN,YEM,Sudan,Yemen,U,UNHCR,FA,P,Persons,0,18,0,5,0,23
2009,SDN,ZWE,Sudan,Zimbabwe,G,Government,FI,P,Persons,0,5,0,0,0,5
2010,SDN,AGO,Sudan,Angola,G,Government,FA,P,Persons,0,24,0,0,0,24
2010,SDN,EGY,Sudan,Egypt,U,UNHCR,AR,P,Persons,0,5,0,0,66,71
2010,SDN,EGY,Sudan,Egypt,U,UNHCR,FI,P,Persons,0,384,0,320,378,1082
2010,SDN,AUS,Sudan,Australia,G,Government,AR,C,Cases,0,5,0,0,0,5
2010,SDN,AUS,Sudan,Australia,G,Government,FI,P,Persons,0,5,0,0,5,10
2010,SDN,AUT,Sudan,Austria,G,Government,FA,P,Persons,0,21,5,17,18,61
2010,SDN,BHR,Sudan,Bahrain,U,UNHCR,FI,P,Persons,0,0,0,0,10,10
2010,SDN,BEL,Sudan,Belgium,G,Government,FI,P,Persons,0,13,5,5,31,54
2010,SDN,BRA,Sudan,Brazil,G,Government,FI,P,Persons,0,5,0,0,0,5
2010,SDN,BGR,Sudan,Bulgaria,G,Government,FI,C,Cases,0,0,5,0,12,17
2010,SDN,CAN,Sudan,Canada,G,Government,FI,P,Persons,0,34,0,5,5,44
2010,SDN,TCD,Sudan,Chad,J,Joint,FI,P,Persons,0,12,0,5,0,17
2010,SDN,CMR,Sudan,Cameroon,U,UNHCR,FI,P,Persons,0,5,0,0,0,5
2010,SDN,CMR,Sudan,Cameroon,U,UNHCR,RA,P,Persons,0,0,0,0,5,5
2010,SDN,COG,Sudan,Congo,G,Government,FI,P,Persons,0,11,0,0,0,11
2010,SDN,CRI,Sudan,Costa Rica,G,Government,FI,P,Persons,0,0,0,5,0,5
2010,SDN,DNK,Sudan,Denmark,G,Government,FI,P,Persons,0,5,0,0,18,23
2010,SDN,DOM,Sudan,Dominican Republic,G,Government,FI,P,Persons,0,5,0,0,0,5
2010,SDN,ETH,Sudan,Ethiopia,J,Joint,FI,P,Persons,0,112,0,22,0,134
2010,SDN,FIN,Sudan,Finland,G,Government,FI,P,Persons,0,0,0,14,0,14
2010,SDN,FRA,Sudan,France,G,Government,FI,P,Persons,0,137,13,0,736,886
2010,SDN,FRA,Sudan,France,G,Government,RA,P,Persons,0,83,10,0,0,93
2010,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,FI,P,Persons,0,397,17,117,142,673
2010,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,RA,P,Persons,0,5,0,12,0,17
2010,SDN,DEU,Sudan,Germany,G,Government,NA,P,Persons,0,5,0,20,10,35
2010,SDN,DEU,Sudan,Germany,G,Government,RA,P,Persons,0,0,0,5,0,5
2010,SDN,GHA,Sudan,Ghana,G,Government,FI,P,Persons,0,5,0,0,0,5
2010,SDN,GRC,Sudan,Greece,G,Government,FI,P,Persons,0,0,0,10,0,10
2010,SDN,HUN,Sudan,Hungary,G,Government,FI,P,Persons,0,0,5,0,10,15
2010,SDN,IND,Sudan,India,U,UNHCR,AR,P,Persons,0,0,0,5,0,5
2010,SDN,IND,Sudan,India,U,UNHCR,FI,P,Persons,0,10,0,0,5,15
2010,SDN,IRL,Sudan,Ireland,G,Government,AR,P,Persons,0,5,0,5,79,89
2010,SDN,IRL,Sudan,Ireland,G,Government,FI,P,Persons,0,0,0,16,27,43
2010,SDN,ISR,Sudan,Israel,G,Government,FI,P,Persons,0,5,0,0,0,5
2010,SDN,ITA,Sudan,Italy,G,Government,FI,P,Persons,0,10,10,0,31,51
2010,SDN,JOR,Sudan,Jordan,U,UNHCR,AR,P,Persons,0,10,5,0,35,50
2010,SDN,JOR,Sudan,Jordan,U,UNHCR,FI,P,Persons,0,96,0,45,89,230
2010,SDN,JOR,Sudan,Jordan,U,UNHCR,RA,P,Persons,0,5,0,19,0,24
2010,SDN,KEN,Sudan,Kenya,U,UNHCR,AR,P,Persons,0,26,0,0,64,90
2010,SDN,KEN,Sudan,Kenya,U,UNHCR,FI,P,Persons,0,112,0,10,121,243
2010,SDN,LBY,Sudan,Libya,U,UNHCR,FI,P,Persons,0,90,0,205,12,307
2010,SDN,LBN,Sudan,Lebanon,U,UNHCR,AR,P,Persons,0,10,0,26,102,138
2010,SDN,LBN,Sudan,Lebanon,U,UNHCR,FI,P,Persons,0,45,0,89,203,337
2010,SDN,LBN,Sudan,Lebanon,U,UNHCR,RA,P,Persons,0,0,0,5,0,5
2010,SDN,LUX,Sudan,Luxembourg,G,Government,FI,P,Persons,0,0,0,0,5,5
2010,SDN,MYS,Sudan,Malaysia,U,UNHCR,FI,P,Persons,0,17,0,0,5,22
2010,SDN,MAR,Sudan,Morocco,U,UNHCR,AR,P,Persons,0,0,0,0,5,5
2010,SDN,MAR,Sudan,Morocco,U,UNHCR,FI,P,Persons,0,0,0,0,10,10
2010,SDN,MLT,Sudan,Malta,G,Government,FI,P,Persons,0,0,0,0,5,5
2010,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,FI,P,Persons,0,14,47,0,103,164
2010,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,JR,P,Persons,0,0,5,0,5,10
2010,SDN,NOR,Sudan,Norway,G,Government,AR,P,Persons,0,0,0,10,80,90
2010,SDN,NOR,Sudan,Norway,G,Government,FI,P,Persons,0,118,0,65,24,207
2010,SDN,QAT,Sudan,Qatar,U,UNHCR,FI,P,Persons,0,0,0,5,0,5
2010,SDN,ZAF,Sudan,South Africa,G,Government,FI,P,Persons,0,0,0,0,13,13
2010,SDN,RUS,Sudan,Russian Federation,G,Government,FI,P,Persons,0,0,0,0,5,5
2010,SDN,RUS,Sudan,Russian Federation,G,Government,TA,P,Persons,0,0,5,0,0,5
2010,SDN,SAU,Sudan,Saudi Arabia,U,UNHCR,FI,P,Persons,0,0,0,5,0,5
2010,SDN,ESP,Sudan,Spain,G,Government,FI,P,Persons,0,0,0,0,20,20
2010,SDN,SVN,Sudan,Slovenia,G,Government,FI,P,Persons,0,5,0,0,0,5
2010,SDN,SWE,Sudan,Sweden,G,Government,FI,P,Persons,0,17,10,10,31,68
2010,SDN,SWE,Sudan,Sweden,G,Government,JR,P,Persons,0,5,5,5,40,55
2010,SDN,CHE,Sudan,Switzerland,G,Government,FI,P,Persons,0,5,18,82,16,121
2010,SDN,CHE,Sudan,Switzerland,G,Government,TP,P,Persons,0,0,5,0,0,5
2010,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,AR,P,Persons,0,5,0,23,41,69
2010,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,FI,P,Persons,0,76,5,292,83,456
2010,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,RA,P,Persons,0,0,0,34,0,34
2010,SDN,THA,Sudan,Thailand,U,UNHCR,FI,P,Persons,0,0,0,5,0,5
2010,SDN,TTO,Sudan,Trinidad and Tobago,U,UNHCR,FI,P,Persons,0,0,0,5,0,5
2010,SDN,TUR,Sudan,Türkiye,U,UNHCR,AR,P,Persons,0,22,0,0,10,32
2010,SDN,TUR,Sudan,Türkiye,U,UNHCR,FI,P,Persons,0,43,0,24,20,87
2010,SDN,ARE,Sudan,United Arab Emirates,U,UNHCR,FA,P,Persons,0,0,0,0,12,12
2010,SDN,UGA,Sudan,Uganda,G,Government,FA,P,Persons,0,36,0,0,5,41
2010,SDN,UKR,Sudan,Ukraine,G,Government,FI,P,Persons,0,0,0,5,0,5
2010,SDN,USA,Sudan,United States of America,G,Government,EO,P,Persons,0,35,0,42,25,102
2010,SDN,USA,Sudan,United States of America,G,Government,IN,C,Cases,0,56,0,42,5,103
2010,SDN,YEM,Sudan,Yemen,U,UNHCR,FA,P,Persons,0,5,0,12,10,27
2011,SDN,DZA,Sudan,Algeria,U,UNHCR,FI,P,Persons,0,0,0,16,5,21
2011,SDN,AGO,Sudan,Angola,G,Government,FA,P,Persons,0,122,0,0,62,184
2011,SDN,EGY,Sudan,Egypt,U,UNHCR,AR,P,Persons,0,18,0,0,5,23
2011,SDN,EGY,Sudan,Egypt,U,UNHCR,FI,P,Persons,0,265,0,384,259,908
2011,SDN,AUS,Sudan,Australia,G,Government,AR,C,Cases,0,0,0,5,0,5
2011,SDN,AUS,Sudan,Australia,G,Government,FI,P,Persons,0,5,0,0,0,5
2011,SDN,AUT,Sudan,Austria,G,Government,FA,P,Persons,0,41,10,11,30,92
2011,SDN,BEL,Sudan,Belgium,G,Government,FI,P,Persons,0,10,11,5,34,60
2011,SDN,BWA,Sudan,Botswana,G,Government,FA,P,Persons,0,0,0,0,5,5
2011,SDN,BGR,Sudan,Bulgaria,G,Government,FA,P,Persons,0,0,0,0,5,5
2011,SDN,CAN,Sudan,Canada,G,Government,FI,P,Persons,0,41,0,10,0,51
2011,SDN,TCD,Sudan,Chad,J,Joint,FI,P,Persons,0,4884,0,0,0,4884
2011,SDN,CMR,Sudan,Cameroon,U,UNHCR,FA,P,Persons,0,16,0,5,0,21
2011,SDN,COG,Sudan,Congo,G,Government,FA,P,Persons,0,0,0,13,0,13
2011,SDN,DNK,Sudan,Denmark,G,Government,AR,P,Persons,0,0,0,0,5,5
2011,SDN,DNK,Sudan,Denmark,G,Government,FI,P,Persons,0,10,0,0,10,20
2011,SDN,ETH,Sudan,Ethiopia,J,Joint,FI,P,Persons,0,96,0,5,0,101
2011,SDN,FIN,Sudan,Finland,G,Government,FI,P,Persons,0,0,0,5,0,5
2011,SDN,FRA,Sudan,France,G,Government,FI,P,Persons,0,116,0,0,760,876
2011,SDN,FRA,Sudan,France,G,Government,JR,P,Persons,0,186,43,0,366,595
2011,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,AR,C,Cases,0,50,0,14,65,129
2011,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,FI,P,Persons,0,544,0,109,109,762
2011,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,RA,P,Persons,0,0,0,5,0,5
2011,SDN,DEU,Sudan,Germany,G,Government,NA,P,Persons,0,5,24,22,34,85
2011,SDN,DEU,Sudan,Germany,G,Government,RA,P,Persons,0,0,0,5,0,5
2011,SDN,GHA,Sudan,Ghana,J,Joint,FA,P,Persons,0,5,0,0,0,5
2011,SDN,GNB,Sudan,Guinea-Bissau,G,Government,FI,P,Persons,0,0,0,5,0,5
2011,SDN,GRC,Sudan,Greece,G,Government,FI,P,Persons,0,0,5,0,27,32
2011,SDN,HRV,Sudan,Croatia,G,Government,FI,P,Persons,0,0,0,5,0,5
2011,SDN,HUN,Sudan,Hungary,G,Government,FI,P,Persons,0,5,0,0,0,5
2011,SDN,IND,Sudan,India,U,UNHCR,AR,P,Persons,0,0,0,5,0,5
2011,SDN,IND,Sudan,India,U,UNHCR,FI,P,Persons,0,5,0,0,5,10
2011,SDN,IRL,Sudan,Ireland,G,Government,AR,P,Persons,0,0,0,0,31,31
2011,SDN,IRL,Sudan,Ireland,G,Government,FI,P,Persons,0,0,0,5,10,15
2011,SDN,IRL,Sudan,Ireland,G,Government,SP,P,Persons,0,0,0,0,12,12
2011,SDN,ISR,Sudan,Israel,G,Government,FI,P,Persons,0,0,0,0,5,5
2011,SDN,ISR,Sudan,Israel,U,UNHCR,FI,P,Persons,0,20,0,0,11,31
2011,SDN,ITA,Sudan,Italy,G,Government,FI,P,Persons,0,145,62,0,102,309
2011,SDN,JOR,Sudan,Jordan,U,UNHCR,FA,P,Persons,0,99,0,113,54,266
2011,SDN,JPN,Sudan,Japan,G,Government,FI,P,Persons,0,0,0,0,5,5
2011,SDN,KEN,Sudan,Kenya,U,UNHCR,AR,P,Persons,0,74,0,18,129,221
2011,SDN,KEN,Sudan,Kenya,U,UNHCR,FI,P,Persons,0,0,0,13,0,13
2011,SDN,LBR,Sudan,Liberia,J,Joint,FA,P,Persons,0,5,0,0,0,5
2011,SDN,LBY,Sudan,Libya,U,UNHCR,FI,P,Persons,0,0,0,5,0,5
2011,SDN,LBN,Sudan,Lebanon,U,UNHCR,AR,P,Persons,0,0,0,18,64,82
2011,SDN,LBN,Sudan,Lebanon,U,UNHCR,FI,P,Persons,0,40,0,178,79,297
2011,SDN,LBN,Sudan,Lebanon,U,UNHCR,RA,P,Persons,0,0,0,13,0,13
2011,SDN,MKD,Sudan,North Macedonia,G,Government,FA,P,Persons,0,0,0,5,0,5
2011,SDN,MYS,Sudan,Malaysia,U,UNHCR,FI,P,Persons,0,10,0,11,0,21
2011,SDN,MAR,Sudan,Morocco,U,UNHCR,FI,P,Persons,0,0,0,0,5,5
2011,SDN,MLT,Sudan,Malta,G,Government,AR,P,Persons,0,0,0,0,14,14
2011,SDN,MLT,Sudan,Malta,G,Government,FI,P,Persons,0,5,41,0,10,56
2011,SDN,NAM,Sudan,Namibia,G,Government,FI,P,Persons,0,0,0,5,0,5
2011,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,FI,P,Persons,0,23,85,0,117,225
2011,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,JR,P,Persons,0,10,5,0,23,38
2011,SDN,NGA,Sudan,Nigeria,G,Government,FA,P,Persons,0,0,0,27,0,27
2011,SDN,NOR,Sudan,Norway,G,Government,AR,P,Persons,0,0,0,13,59,72
2011,SDN,NOR,Sudan,Norway,G,Government,FI,P,Persons,0,137,11,56,11,215
2011,SDN,ROU,Sudan,Romania,G,Government,FA,P,Persons,0,5,0,0,5,10
2011,SDN,ZAF,Sudan,South Africa,G,Government,FI,P,Persons,0,0,0,0,12,12
2011,SDN,RUS,Sudan,Russian Federation,G,Government,TA,P,Persons,0,0,0,5,0,5
2011,SDN,SLE,Sudan,Sierra Leone,J,Joint,FI,P,Persons,0,0,10,0,0,10
2011,SDN,ESP,Sudan,Spain,G,Government,FI,P,Persons,0,0,0,0,11,11
2011,SDN,SRB,Sudan,Serbia,G,Government,FI,P,Persons,0,0,0,16,0,16
2011,SDN,SSD,Sudan,South Sudan,U,UNHCR,FI,P,Persons,0,5,0,0,5,10
2011,SDN,SVN,Sudan,Slovenia,G,Government,FI,P,Persons,0,0,0,5,0,5
2011,SDN,SWE,Sudan,Sweden,G,Government,AR,P,Persons,0,0,5,10,37,52
2011,SDN,SWE,Sudan,Sweden,G,Government,FI,P,Persons,0,29,16,12,41,98
2011,SDN,CHE,Sudan,Switzerland,G,Government,FI,P,Persons,0,13,5,73,0,91
2011,SDN,CHE,Sudan,Switzerland,G,Government,TP,P,Persons,0,0,5,0,0,5
2011,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,AR,P,Persons,0,10,0,10,31,51
2011,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,FI,P,Persons,0,48,0,254,87,389
2011,SDN,TZA,Sudan,United Republic of Tanzania,J,Joint,FI,P,Persons,0,0,0,5,0,5
2011,SDN,THA,Sudan,Thailand,U,UNHCR,FI,P,Persons,0,0,0,5,0,5
2011,SDN,TUN,Sudan,Tunisia,U,UNHCR,FA,P,Persons,0,869,0,0,76,945
2011,SDN,TUR,Sudan,Türkiye,U,UNHCR,AR,P,Persons,0,5,0,13,5,23
2011,SDN,TUR,Sudan,Türkiye,U,UNHCR,FI,P,Persons,0,32,0,18,10,60
2011,SDN,ARE,Sudan,United Arab Emirates,U,UNHCR,FA,P,Persons,0,0,0,0,5,5
2011,SDN,UGA,Sudan,Uganda,G,Government,FA,P,Persons,0,64,0,0,16,80
2011,SDN,USA,Sudan,United States of America,G,Government,EO,P,Persons,0,42,0,48,44,134
2011,SDN,USA,Sudan,United States of America,G,Government,IN,C,Cases,0,92,0,42,12,146
